epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,531.008,2.02361,2.43031,1.93691,0.29521,0.19427,0.14812,0.04762,2.63407,4.04328,2.58371,0.0671594,0.000331723,0.000331723
